department_name,Acronym,course_number,Node_name,course_title,prerequisites,Prereaquisites (clean)
Environmental Science & Engineering,ESE,130,ESE 130,Introduction to Atmosphere and Ocean Dynamics,ESE 101 or ESE 102 and Ma 2 or equivalent (instructor's permission),"ESE 101, ESE 102, Ma 2/102"
Environmental Science & Engineering,ESE,131,ESE 131,Ocean Dynamics,"ESE 102 and ESE 130, or instructor's permission","ESE 102, ESE 130"
Environmental Science & Engineering,ESE,132,ESE 132,Tropical Atmosphere Dynamics,"ESE 101 and ESE 130, or instructor's permission","ESE 101, ESE 130"
Environmental Science & Engineering,ESE,133,ESE 133,Global Atmospheric Circulations,"ESE 101 and ESE 130, or instructor's permission","ESE 101, ESE 130"
Environmental Science & Engineering,ESE,134,ESE 134,Cloud and Boundary Layer Dynamics,ESE 101 or instructor's permission,ESE 101
Environmental Science & Engineering,ESE,135,ESE 135,Topics in Atmosphere and Ocean Dynamics,"ESE 101 or ESE 102, or instructor's permission or equivalent","ESE 101, ESE 102"
Environmental Science & Engineering,ESE,136,ESE 136,Climate Models,ESE 101 or ESE 102 or instructor's permission,"ESE 101, ESE 102"
Environmental Science & Engineering,ESE,137,ESE 137,Polar Oceanography,ESE 131 or instructor's permission,ESE 131
Environmental Science & Engineering,ESE,138,ESE 138,Ocean Turbulence and Wave Dynamics,ESE 131 or instructor's permission,ESE 131
Environmental Science & Engineering,ESE,142,ESE 142,Aquatic Chemistry of Natural Waters,Ch 1 or instructor's permission,Ch 1 ab
Environmental Science & Engineering,ESE,144,ESE 144,Climate from Space,,
Environmental Science & Engineering,ESE,156,ESE 156,Remote Sensing of the Atmosphere and Biosphere,ESE 101 or instructor's permission,ESE 101
Environmental Science & Engineering,ESE,158,ESE 158,Aerosol Physics and Chemistry,,
Environmental Science & Engineering,ESE,168,ESE 168,Microbial Metabolic Diversity,"ESE 142, ESE/Bi 166","ESE 142, ESE 166"
Environmental Science & Engineering,ESE,171,ESE 171,Atmospheric Chemistry I,Ch 1 or equivalent,Ch 1 ab
Environmental Science & Engineering,ESE,172,ESE 172,Atmospheric Chemistry II,ESE/Ge/Ch 171 or equivalent,ESE 171
Environmental Science & Engineering,ESE,176,ESE 176,Environmental Physical Organic Chemistry Part I,Ch 41ab or instructor's permission,Ch 41 abc
Environmental Science & Engineering,ESE,177,ESE 177,Environmental Physical Organic Chemistry Part II,ESE/Ch 176 or instructor's permission,ESE 176
Environmental Science & Engineering,ESE,179,ESE 179,"Climate Change Impacts, Mitigation and Adaptation",,
Environmental Science & Engineering,ESE,200,ESE 200,Advanced Topics in Environmental Science and Engineering,,
Environmental Science & Engineering,ESE,300,ESE 300,Thesis Research,,
Environmental Science & Engineering,ESE,166,ESE 166,Microbial Physiology,one year of general biology recommended,
Geology,Ge,1,Ge 1,Earth and Environment,,
Geology,Ge,10,Ge 10,Frontiers in Geological and Planetary Sciences,,
Geology,Ge,11:00 AM,Ge 11 a,Introduction to Earth and Planetary Sciences: Earth as a Planet,,
Geology,Ge,11 b,Ge 11 b,Introduction to Earth and Planetary Sciences: Earth and the Biosphere,Ch 1 a,Ch 1 ab
Geology,Ge,11 c,Ge 11 c,Introduction to Earth and Planetary Sciences: Planetary Sciences,"Ma 1 ab, Ph 1 ab","Ma 1 abc, Ph 1 abc"
Geology,Ge,11 d,Ge 11 d,Introduction to Earth and Planetary Sciences: Geophysics,"Ch 1, Ma 2 a, Ph 2 a","Ch 1 ab, Ma 2/102, Ph 2 abc"
Geology,Ge,40,Ge 40,Special Problems for Undergraduates,,
Geology,Ge,41 abc,Ge 41 abc,Undergraduate Research and Bachelor's Thesis,,
Geology,Ge,101,Ge 101,Introduction to Geology and Geochemistry,graduate standing or instructor's permission,
Geology,Ge,102,Ge 102,Introduction to Geophysics,"Ma 2, Ph 2, or Ge 108, or equivalents","Ma 2/102, Ph 2 abc, Ge 108"
Geology,Ge,103,Ge 103,Introduction to the Solar System,instructor's permission,
Geology,Ge,104,Ge 104,Introduction to Geobiology,instructor's permission,
Geology,Ge,106,Ge 106,Introduction to Structural Geology,Ge 11 ab,"Ge 11 a, Ge 11 b"
Geology,Ge,108,Ge 108,Applications of Physics to the Earth Sciences,Ph 2 and Ma 2 or equivalent,"Ph 2 abc, Ma 2/102"
Geology,Ge,109,Ge 109,Oral Presentation,,
Geology,Ge,112,Ge 112,Sedimentology and Stratigraphy,Ge 11 ab,"Ge 11 a, Ge 11 b"
Geology,Ge,114 a,Ge 114 a,Mineralogy,,
Geology,Ge,114 b,Ge 114 b,Mineralogy Laboratory,concurrent enrollment in Ge 114 a or instructor's permission,Ge 114 a
Geology,Ge,115 a,Ge 115 a,Petrology and Petrography: Igneous Petrology,Ge 114 ab,"Ge 114 a, Ge 114 b"
Geology,Ge,115 b,Ge 115 b,Petrology and Petrography: Metamorphic Petrology,Ge 114 ab,"Ge 114 a, Ge 114 b"
Geology,Ge,115 c,Ge 115 c,Petrography Laboratory,Ge 114 and either Ge 115 a or Ge 115 b,"Ge 114 a, Ge 114 b, Ge 115 a, Ge 115 b"
Geology,Ge,116,Ge 116,Analytical Techniques Laboratory,Ge 114 a or instructor's permission,Ge 114 a
Geology,Ge,117,Ge 117,Bayesian Statistics and Data Analysis,CS1 or equivalent,CS 1
Geology,Ge,118,Ge 118,Methods in Data Analysis,Ma 1 or equivalent,Ma 1 abc
Geology,Ge,119,Ge 119,Geology of the American Southwest,,
Geology,Ge,120 a,Ge 120 a,Field Geology: Introduction to Field Geology,"Ge 11 ab, Ge 106 (may be taken concurrently with Ge 106)","Ge 11 a, Ge 11 b, Ge 106"
Geology,Ge,120 b,Ge 120 b,Field Geology: Summer Field Camp,Ge 120 a or instructor's permission,Ge 120 a
Geology,Ge,121 abc,Ge 121 abc,Advanced Field Geology,"Ge 120 or equivalent, or instructor's permission","Ge 120 a, Ge 120 b"
Geology,Ge,122 abc,Ge 122 abc,Field Geology Seminar,"Ge 11ab or Ge 101, or instructor's permission","Ge 11 a, Ge 11 b, Ge 101"
Geology,Ge,123,Ge 123,Continental Crust Seminar,,
Geology,Ge,124 a,Ge 124 a,Paleomagnetism and Magnetostratigraphy,,
Geology,Ge,124 b,Ge 124 b,Paleomagnetism and Magnetostratigraphy,Ge 11 ab,"Ge 11 a, Ge 11 b"
Geology,Ge,125,Ge 125,Geomorphology,Ge 11 a or instructor's permission,Ge 11 a
Geology,Ge,126,Ge 126,Topics in Earth Surface Processes,,
Geology,Ge,127,Ge 127,Nuclear Chemistry,instructor's permission,
Geology,Ge,128,Ge 128,Cosmochemistry,instructor's permission,
Geology,Ge,131,Ge 131,Planetary Structure and Evolution,instructor's permission,
Geology,Ge,132,Ge 132,Atomic and Molecular Processes in Astronomy and Planetary Sciences,instructor's permission,
Geology,Ge,133,Ge 133,The Formation and Evolution of Planetary Systems,,
Geology,Ge,136 abc,Ge 136 abc,Regional Field Geology of the Southwestern United States,"Ge 11 ab or Ge 101, or instructor's permission","Ge 11 a, Ge 11 b, Ge 101"
Geology,Ge,137,Ge 137,Planetary Physics,"Ph 106 abc, ACM 95/100 ab","Ph 106 abc, ACM 95/100 ab"
Geology,Ge,139,Ge 139,Introduction to Atmospheric Radiation,"Ma 2, Ph 2, or instructor's permission","Ma 2/102, Ph 2 abc"
Geology,Ge,140 a,Ge 140 a,Stable Isotope Geochemistry,,
Geology,Ge,140 b,Ge 140 b,Radiogenic Isotope Geochemistry,,
Geology,Ge,140 c,Ge 140 c,Stable Isotope Biogeochemistry,Ge 140a or equivalent,Ge 140 a
Geology,Ge,141,Ge 141,Isotope Cosmochemistry,Instructor's permission,
Geology,Ge,143,Ge 143,Organic Geochemistry,Ch 41 a or equivalent,Ch 41 abc
Geology,Ge,145,Ge 145,Isotope-Ratio Mass Spectrometry,,
Geology,Ge,147,Ge 147,Challenges and Opportunities in Quantitative Ecology,none,
Geology,Ge,149,Ge 149,Marine Geochemistry,ESE 102,ESE 102
Geology,Ge,150,Ge 150,Planetary Atmospheres,"Ch 1, Ma 2, Ph 2, or equivalents","Ch 1 ab, Ma 2/102, Ph 2 abc"
Geology,Ge,151,Ge 151,Planetary Surfaces,,
Geology,Ge,154,Ge 154,Readings in Paleoclimate,instructor's permission,
Geology,Ge,155,Ge 155,Paleoceanography,ESE 102,ESE 102
Geology,Ge,156,Ge 156,Topics in Planetary Surfaces,,
Geology,Ge,157 c,Ge 157 c,Remote Sensing for Environmental and Geological Applications,,
Geology,Ge,159,Ge 159,Astrobiology,,
Geology,Ge,161,Ge 161,Plate Tectonics,Ge 11 ab or equivalent,"Ge 11 a, Ge 11 b"
Geology,Ge,162,Ge 162,Seismology,ACM 95/100 ab or equivalent,ACM 95/100 ab
Geology,Ge,163,Ge 163,Geodynamics,Ae/Ge/ME 160 ab,Ae 160 ab
Geology,Ge,164,Ge 164,Mineral Physics,"Ge 11 ad or equivalent, or instructor's permission","Ge 11 a, Ge 11 d"
Geology,Ge,165,Ge 165,Geophysical Data Analysis and Seismic Imaging,basic linear algebra and Fourier transforms,
Geology,Ge,166,Ge 166,Hydrology,Math 1 or equivalent,Ma 1 abc
Geology,Ge,167,Ge 167,Tectonic Geodesy,"a working knowledge of unix/linux or equivalent, linear algebra, and coursework in geophysics",
Geology,Ge,169 abcd,Ge 169 abcd,Readings in Geophysics,,
Geology,Ge,177,Ge 177,Active Tectonics,Ge 112 and Ge 106 or equivalent,"Ge 112, Ge 106"
Geology,Ge,178,Ge 178,Microbial Ecology,either ESE/Bi 166 or ESE/Bi 168 recommended,"ESE 166, ESE 168"
Geology,Ge,190,Ge 190,The Nature and Evolution of the Earth,,
Geology,Ge,191,Ge 191,Special Topics in Geochemistry,,
Geology,Ge,192,Ge 192,Special Topics in the Geological Sciences,,
Geology,Ge,193,Ge 193,Special Topics in Geophysics,,
Geology,Ge,194,Ge 194,Special Topics in Planetary Sciences: Europa Seminar,,
Geology,Ge,195,Ge 195,Special Topics in Field Geology,,
Geology,Ge,196,Ge 196,Special Topics in Atmospheres and Oceans,,
Geology,Ge,197,Ge 197,Special Topics in Geobiology,,
Geology,Ge,211,Ge 211,Applied Geophysics II,instructor's permission,
Geology,Ge,212,Ge 212,Thermodynamics of Geological Systems,"Either Ch 21 abc, Ge 115 a, or equivalents","Ch 21 abc, Ge 115 a"
Geology,Ge,214,Ge 214,Spectroscopy of Minerals,"Ge 114 a, Ch 21 ab, or instructor's permission","Ge 114 a, Ch 21 abc"
Geology,Ge,215,Ge 215,Topics in Advanced Petrology,Ge 115 ab or instructor's permission,"Ge 115 a, Ge 115 b"
Geology,Ge,217,Ge 217,Radiogenic Isotopes Seminar,Ge 140b or permission of instructor,Ge 140 b
Geology,Ge,218,Ge 218,Stable Isotopes Seminar,Ge 140 or permission of instructor,"Ge 140 a, Ge 140 b, Ge 140 c"
Geology,Ge,219,Ge 219,Non-traditional Isotopes Seminar,"Ge 140a or b, or permission of instructor","Ge 140 a, Ge 140 b"
Geology,Ge,244,Ge 244,Paleobiology Seminar,,
Geology,Ge,246,Ge 246,Molecular Geobiology Seminar,,
Geology,Ge,248,Ge 248,Environmental Justice,,
Geology,Ge,261,Ge 261,Advanced Seismology,,
Geology,Ge,263,Ge 263,Computational Geophysics,"introductory class in geophysics, class in partial differential equations, some programming experience",
Geology,Ge,264,Ge 264,Machine Learning in Geophysics,Ge 118 or equivalent,Ge 118
Geology,Ge,270,Ge 270,Continental Tectonics,"ACM 95/100 or ACM 113; Ge 11 ab, Ge 106, Ge 162, or Ge 161","ACM 95/100 ab, CMS 122, Ge 11 a, Ge 11 b, Ge 106, Ge 162, Ge 161"
Geology,Ge,271,Ge 271,Dynamics of Seismicity,,
Geology,Ge,277,Ge 277,Active Tectonics Seminar,,
Geology,Ge,298,Ge 298,Mentoring and Outreach,,
Geology,Ge,111 ab,Ge 111 ab,Applied Geophysics Seminar and Field Course,,
Information and Data Sciences,IDS,9,IDS 9,Introduction to Information and Data Systems Research,,
Information and Data Sciences,IDS,126,IDS 126,Applied Data Analysis,"Math 3/103 or ACM/EE/IDS 116, Ec 122 or IDS/ACM/CS 157 or Ma 112a","Ma 3/103, ACM 116, IDS 157"
Information and Data Sciences,IDS,157,IDS 157,Statistical Inference,"ACM/EE/IDS 116, Ma 3","ACM 116, Ma 3/103"
Information and Data Sciences,IDS,158,IDS 158,Fundamentals of Statistical Learning,"Ma 3 or ACM/EE/IDS 116, IDS/ACM/CS 157","Ma 3/103, ACM 116, IDS 157"
Information and Data Sciences,IDS,197,IDS 197,Undergraduate Reading in the Information and Data Sciences,Consent of supervisor is required before registering,
Information and Data Sciences,IDS,198,IDS 198,Undergraduate Projects in Information and Data Sciences,Consent of supervisor is required before registering,
Information and Data Sciences,IDS,199,IDS 199,Undergraduate thesis in the Information and Data Sciences,"instructor's permission, which should be obtained sufficiently early to allow time for planning the research",
Materials Science,MS,78 abc,MS 78 abc,Senior thesis,instructor's permission,
Materials Science,MS,90,MS 90,Materials Science Laboratory,MS 115 recommended,MS 115
Materials Science,MS,100,MS 100,Advanced Work in Materials Science,,
Materials Science,MS,110 abc,MS 110 abc,Materials Research Lectures,,
Materials Science,MS,115,MS 115,Fundamentals of Materials Science,Ph 2,Ph 2 abc
Materials Science,MS,116,MS 116,Mechanical Behavior of Materials,,
Materials Science,MS,121,MS 121,Laboratory Research Methods in Materials Science,MS 115 or graduate standing,MS 115
Materials Science,MS,122,MS 122,"Diffraction, Imaging, and Structure","MS 132, may be taken concurrently",MS 132
Materials Science,MS,125,MS 125,Advanced Transmission Electron Microscopy,MS 122,MS 122
Materials Science,MS,131,MS 131,Structure and Bonding in Materials,graduate standing or introductory quantum mechanics,
Materials Science,MS,132,MS 132,Diffraction and Structure,graduate standing or instructor's permission,
Materials Science,MS,133,MS 133,Kinetic Processes in Materials,"APh 105 b or ChE/Ch 164, or instructor's permission","APh 105 abc, ChE 164"
Materials Science,MS,141,MS 141,Introduction to Computational Methods for Science and Engineering,graduate standing or instructor's permission,
Materials Science,MS,142,MS 142,Application of Diffraction Techniques in Materials Science,Instructor's permission,
Materials Science,MS,150 abc,MS 150 abc,Topics in Materials Science,,
Materials Science,MS,161,MS 161,Imperfections in Crystals,graduate standing or MS 115,MS 115
Materials Science,MS,162,MS 162,Electronic Materials,APh 114a (or equivalent solid-state physics) recommended but not required,APh 114 abc
Materials Science,MS,166,MS 166,Fracture of Brittle Solids,graduate standing or MS 115 and MS 116,"MS 115, MS 116"
Materials Science,MS,171,MS 171,"Inelastic Scattering of Materials, Molecules, and Condensed Matter",EE/APh 131 or MS 132 or equivalent,"EE 131, MS 132"
Materials Science,MS,200,MS 200,Advanced Work in Materials Science,,
Materials Science,MS,300,MS 300,Thesis Research,,
Mathematics,Ma,1 abc,Ma 1 abc,Calculus of One and Several Variables and Linear Algebra,"high-school algebra, trigonometry, and calculus",
Mathematics,Ma,1 d,Ma 1 d,Series,special section of Ma 1 a,
Mathematics,Ma,2/102,Ma 2/102,Differential Equations,Ma 1 abc,Ma 1 abc
Mathematics,Ma,3/103,Ma 3/103,Introduction to Probability and Statistics,Ma 1 abc,Ma 1 abc
Mathematics,Ma,4/104,Ma 4/104,Introduction to Mathematical Chaos,,
Mathematics,Ma,5/105 abc,Ma 5/105 abc,Introduction to Abstract Algebra,,
Mathematics,Ma,6/106 abc,Ma 6/106 abc,Introduction to Discrete Mathematics,"for Ma/CS 6 c, Ma/CS 6 a or Ma 5 a or instructor's permission",
Mathematics,Ma,7/107,Ma 7/107,Number Theory for Beginners,,
Mathematics,Ma,8,Ma 8,Problem Solving in Calculus,simultaneous registration in Ma 1 a,
Mathematics,Ma,10,Ma 10,Oral Presentation,,
Mathematics,Ma,13,Ma 13,Problem Solving in Vector Calculus,Concurrent registration in Ph 1b,
Mathematics,Ma,17,Ma 17,How to Solve It,,
Mathematics,Ma,20,Ma 20,Frontiers in Mathematics,Open for credit to freshman and sophomores,
Mathematics,Ma,92 abc,Ma 92 abc,Senior Thesis,"To register, the student must obtain permission of the mathematics undergraduate representative",
Mathematics,Ma,97,Ma 97,Research in Mathematics,,
Mathematics,Ma,98,Ma 98,Independent Reading,,
Mathematics,Ma,108 abc,Ma 108 abc,Classical Analysis,,
Mathematics,Ma,109 abc,Ma 109 abc,Introduction to Geometry and Topology,"Ma 2 or equivalent, and Ma 108 must be taken previously or concurrently","Ma 2/102, Ma 108 abc"
Mathematics,Ma,110 abc,Ma 110 abc,Analysis,"Ma 108 or previous exposure to metric space topology, Lebesgue measure",Ma 108 abc
Mathematics,Ma,111 abc,Ma 111 abc,Topics in Analysis,Ma 110 or instructor's permission,Ma 110 abc
Mathematics,Ma,112 ab,Ma 112 ab,Statistics,Ma 2 a probability and statistics or equivalent,Ma 3/103
Mathematics,Ma,116 abc,Ma 116 abc,Mathematical Logic and Axiomatic Set Theory,"Ma 5 or equivalent, or instructor's permission",Ma 5/105 abc
Mathematics,Ma,117 abc,Ma 117 abc,Computability Theory,"Ma 5 or equivalent, or instructor's permission",Ma 5/105 abc
Mathematics,Ma,118,Ma 118,Topics in Mathematical Logic: Geometrical Paradoxes,"Ma 5 or equivalent, or instructor's permission",Ma 5/105 abc
Mathematics,Ma,120 abc,Ma 120 abc,Abstract Algebra,Ma 5 or equivalent or instructor's permission,Ma 5/105 abc
Mathematics,Ma,121 ab,Ma 121 ab,Combinatorial Analysis,Ma 5,Ma 5/105 abc
Mathematics,Ma,123,Ma 123,Classification of Simple Lie Algebras,Ma 5 or equivalent,Ma 5/105 abc
Mathematics,Ma,124,Ma 124,Elliptic Curves,Ma 5 or equivalent,Ma 5/105 abc
Mathematics,Ma,125,Ma 125,Algebraic Curves,Ma 5,Ma 5/105 abc
Mathematics,Ma,128,Ma 128,Homological Algebra,Math 120 abc or instructor's permission,Ma 120 abc
Mathematics,Ma,130 abc,Ma 130 abc,Algebraic Geometry,Ma 120 (or Ma 5 plus additional reading),Ma 120 abc
Mathematics,Ma,132 abc,Ma 132 abc,Topics in Algebraic Geometry,Ma 130 or instructor's permission,Ma 130 abc
Mathematics,Ma,135 ab,Ma 135 ab,Arithmetic Geometry,Ma 130,Ma 130 abc
Mathematics,Ma,140 ab,Ma 140 ab,Probability,"For 140 a, Ma 108 b is strongly recommended",Ma 108 abc
Mathematics,Ma,142 ab,Ma 142 ab,Ordinary and Partial Differential Equations,Ma 108; Ma 109 is desirable,"Ma 108 abc, Ma 109 abc"
Mathematics,Ma,145 abc,Ma 145 abc,Topics in Representation Theory,Ma 5,Ma 5/105 abc
Mathematics,Ma,147 abc,Ma 147 abc,Dynamical Systems,"Ma 108, Ma 109, or equivalent","Ma 108 abc, Ma 109 abc"
Mathematics,Ma,148 ab,Ma 148 ab,Topics in Mathematical Physics,,
Mathematics,Ma,151 abc,Ma 151 abc,Algebraic and Differential Topology,Ma 109 abc or equivalent,Ma 109 abc
Mathematics,Ma,157 abc,Ma 157 abc,Riemannian Geometry,"Ma 151 or equivalent, or instructor's permission",Ma 151 abc
Mathematics,Ma,160 abc,Ma 160 abc,Number Theory,Ma 5,Ma 5/105 abc
Mathematics,Ma,162 ab,Ma 162 ab,Topics in Number Theory,Ma 160,Ma 160 abc
Mathematics,Ma,191 abc,Ma 191 abc,Selected Topics in Mathematics,,
Mathematics,Ma,290,Ma 290,Reading,,
Mathematics,Ma,11,Ma 11,Mathematical Writing,Freshmen must have instructorâ€™s permission to enroll,
Mathematics,Ma,390,Ma 390,Research,,
Mechanical Engineering,ME,8,ME 8,Introduction to Robotics,,
Mechanical Engineering,ME,10,ME 10,Thinking Like an Engineer,,
Mechanical Engineering,ME,11 abc,ME 11 abc,Thermal Science,"Sophomore standing required; ME 12 abc, may be taken concurrently",
Mechanical Engineering,ME,12 abc,ME 12 abc,Mechanics,"Sophomore standing required; ME 11 abc, may be taken concurrently",
Mechanical Engineering,ME,13/113,ME 13/113,Mechanical Prototyping,,
Mechanical Engineering,ME,14,ME 14,Design and Fabrication,"ME 12 ab, ME 13","ME 12 abc, ME 13/113"
Mechanical Engineering,ME,23/123,ME 23/123,CNC Machining,ME 13/113,ME 13/113
Mechanical Engineering,ME,40,ME 40,Dimensional and Data Analyses in Engineering,Ma 1 abc,Ma 1 abc
Mechanical Engineering,ME,50 ab,ME 50 ab,Experiments and Modeling in Mechanical Engineering,"ME 11 abc, ME 12 abc, ME 13, ME 14, and programming skills at the level of ACM 11","ME 11 abc, ME 12 abc, ME 13/113, ME 14, ACM 11"
Mechanical Engineering,ME,72 ab,ME 72 ab,Engineering Design Laboratory,ME 14,ME 14
Mechanical Engineering,ME,90 abc,ME 90 abc,"Senior Thesis, Experimental",senior status; instructor's permission,
Mechanical Engineering,ME,100,ME 100,Independent Studies in Mechanical Engineering,,
Mechanical Engineering,ME,110,ME 110,Special Laboratory Work in Mechanical Engineering,,
Mechanical Engineering,ME,115 ab,ME 115 ab,Introduction to Kinematics and Robotics,"Ma 2, ACM 95/100 ab recommended","Ma 2/102, ACM 95/100 ab"
Mechanical Engineering,ME,117,ME 117,Energy Technology and Policy,"Ph 1 abc, Ch 1 ab and Ma 1 abc","Ph 1 abc, Ch 1 ab, Ma 1 abc"
Mechanical Engineering,ME,119,ME 119,Heat and Mass Transfer,"ME 11 abc, ME 12 abc, ACM 95/100 (may be taken concurrently)","ME 11 abc, ME 12 abc, ACM 95/100 ab"
Mechanical Engineering,ME,129,ME 129,Experimental Robotics,,
Mechanical Engineering,ME,133 abc,ME 133 abc,Robotics,"ME/CS/EE 129, may be taken concurrently, or with permission of instructor",ME 129
Mechanical Engineering,ME,146,ME 146,Computational Methods for Flow in Porous Media,"ME 11abc, ME 12abc, ACM 95/100, ACM 106ab (may be taken concurrently)","ME 11 abc, ME 12 abc, ACM 95/100 ab, ACM 106 ab"
Mechanical Engineering,ME,163,ME 163,Mechanics and Rheology of Fluid-Infiltrated Porous Media,Continuum Mechanics-Ae/Ge/ME 160 ab,Ae 160 ab
Mechanical Engineering,ME,169,ME 169,Mobile Robots,"ME/CS/EE 133b, or with permission of instructor",ME 133 abc
Mechanical Engineering,ME,174,ME 174,Mechanics of Rocks,Ae/Ge/ME 160a,Ae 160 ab
Mechanical Engineering,ME,200,ME 200,Advanced Work in Mechanical Engineering,,
Mechanical Engineering,ME,201,ME 201,Advanced Topics in Mechanical Engineering,,
Mechanical Engineering,ME,202 abc,ME 202 abc,Engineering Two-Phase Flows,"ACM 95/100 ab, Ae/APh/CE/ME 101 abc, or equivalents","ACM 95/100 ab, Ae 101 abc"
Mechanical Engineering,ME,224,ME 224,Multifunctional Materials,"MS 115 or equivalent, Ae/AM/CE/ME 102abc or APh105abc (may be waived with instructor's permission)","MS 115, Ae 102 abc, APh 105 abc"
Mechanical Engineering,ME,234 ab,ME 234 ab,Advanced Robotics,"ME/CS/EE 133(a,b), or equivalent",ME 133 abc
Mechanical Engineering,ME,260,ME 260,Micromechanics,"ACM 95/100 or equivalent, and Ae/AM/CE/ME 102 abc or Ae/Ge/ME 160 ab or instructor's permission","ACM 95/100 ab, Ae 102 abc, Ae 160 ab"
Mechanical Engineering,ME,266 ab,ME 266 ab,Dynamic Fracture and Frictional Faulting,Ae/AM/CE/ME 102 abc or Ae/Ge/ME 160 ab or instructor's permission,"Ae 102 abc, Ae 160 ab"
Mechanical Engineering,ME,300,ME 300,Research in Mechanical Engineering,,
Mechanical Engineering,ME,134,ME 134,Robotic Systems,"ME/CS/EE 129, may be taken concurrently, or with permission of instructor",ME 129
Medical Engineering,MedE,99,MedE 99,Undergraduate Research in Medical Engineering,,
Medical Engineering,MedE,100 abc,MedE 100 abc,Medical Engineering Seminar,,
Medical Engineering,MedE,101,MedE 101,Introduction to Clinical Physiology and Pathophysiology for Engineers,"No Prerequisites, Bi 1 or equivalent recommended",
Medical Engineering,MedE,168 abc,MedE 168 abc,Biomedical Optics: Principles and Imaging,instructor's permission,
Medical Engineering,MedE,199,MedE 199,Special Topics in Medical Engineering,,
Medical Engineering,MedE,201 ab,MedE 201 ab,Principles and Design of Medical Devices,instructor's permission,
Medical Engineering,MedE,202,MedE 202,Sensors in Medicine,none,
Medical Engineering,MedE,205,MedE 205,New Frontiers in Medical Technologies,"None but knowledge of semiconductor physics and some system engineering, basic electrical engineering highly recommended",
Medical Engineering,MedE,243,MedE 243,Physiological Mechanics,Ae/APh/CE/ME 101 abc or equivalent or ChE 103 a,"Ae 101 abc, ChE 103 abc"
Medical Engineering,MedE,268,MedE 268,Medical Imaging,,
Medical Engineering,MedE,291,MedE 291,Research in Medical Engineering,,
Neurobiology,NB,150,NB 150,Introduction to Neuroscience,"Bi 8, 9, or instructor's permission","Bi 8, Bi 9"
Neurobiology,NB,152,NB 152,Neural Circuits and Physiology of Appetite and Body Homeostasis,"Graduate standing or NB/Bi/CNS 150, or equivalent",NB 150
Neurobiology,NB,154,NB 154,Principles of Neuroscience,NB/Bi/CNS 150 or equivalent,NB 150
Neurobiology,NB,155,NB 155,Neuropharmacology,NB/Bi/CNS 150,NB 150
Neurobiology,NB,157,NB 157,Comparative Nervous Systems,instructor's permission,
Neurobiology,NB,162,NB 162,Cellular and Systems Neuroscience Laboratory,NB/Bi/CNS 150 or instructor's permission,NB 150
Neurobiology,NB,163,NB 163,The Biological Basis of Neural Disorders,NB/Bi/CNS 150 or instructor's permission,NB 150
Neurobiology,NB,164,NB 164,Tools of Neurobiology,NB/Bi/CNS 150 or equivalent,NB 150
Neurobiology,NB,216,NB 216,Behavior of Mammals,,
Neurobiology,NB,217,NB 217,Central Mechanisms in Perception,,
Neurobiology,NB,220,NB 220,Genetic Dissection of Neural Circuit Function,NB/Bi/CNS 150 or equivalent. Open to advanced (junior or senior) undergraduates only and with instructor permission,NB 150
Neurobiology,NB,250 c,NB 250 c,Topics in Systems Neuroscience,graduate standing,
Neurobiology,NB,299,NB 299,Graduate Research,,
Physics,Ph,1 abc,Ph 1 abc,Classical Mechanics and Electromagnetism,,
Physics,Ph,2 abc,Ph 2 abc,"Waves, Quantum Mechanics, and Statistical Physics","Ph 1 abc, Ma 1 abc","Ph 1 abc, Ma 1 abc"
Physics,Ph,3,Ph 3,Introductory Physics Laboratory,Ph 1 a or instructor's permission,Ph 1 abc
Physics,Ph,5,Ph 5,Analog Electronics for Physicists,"Ph1abc, Ma1abc, Ma2 taken concurrently","Ph 1 abc, Ma 1 abc, Ma 2/102"
Physics,Ph,6,Ph 6,Physics Laboratory,"Ph 2 a or Ph 12 a, Ma 2, Ph 3, Ph 2 b or Ph 12 b (may be taken concurrently), Ma 3 (may be taken concurrently)","Ph 2 abc, Ph 12 abc, Ma 2/102, Ma 3/103, Ph 3"
Physics,Ph,7,Ph 7,Physics Laboratory,"Ph6, Ph2b or Ph12b, Ph2c or Ph12c taken concurrently","Ph 6, Ph 2 abc, Ph 12 abc"
Physics,Ph,8 bc,Ph 8 bc,Experiments in Electromagnetism,Ph 1 a,Ph 1 abc
Physics,Ph,10,Ph 10,Frontiers in Physics,,
Physics,Ph,12 abc,Ph 12 abc,"Waves, Quantum Physics, and Statistical Mechanics","Ph 1 abc, Ma 1 abc, or equivalents","Ph 1 abc, Ma 1 abc"
Physics,Ph,20,Ph 20,Computational Physics Laboratory I,CS 1 or equivalent,CS 1
Physics,Ph,21,Ph 21,Computational Physics Laboratory II,Ph 20 or equivalent experience with programming,Ph 20
Physics,Ph,22,Ph 22,Computational Physics Laboratory III,Ph 20 or equivalent experience with programming and numerical techniques,Ph 20
Physics,Ph,50 ab,Ph 50 ab,Caltech Physics League,Ph 1 abc,Ph 1 abc
Physics,Ph,70,Ph 70,Oral and Written Communication,,
Physics,Ph,77 abc,Ph 77 abc,Advanced Physics Laboratory,Ph 7 or instructor's permission,Ph 7
Physics,Ph,78 abc,Ph 78 abc,Senior Thesis (Experiment),"To register for this course, the student must obtain approval of the chair of the Physics Undergraduate Committee (Ken Libbrecht)",
